Demonstrator:,LeCheylas
Site Owner:,EDF
Sensor type:,AcousticEmission
Measurement units:,multiple
Sensor location:,MIV S6
Orientation:,NA
Sensor installed by:,NORCE
Sensor installed on:,01.01.2026
Sensor scaling factor:,NA
Pre-processing performed:,Calculated
Sensor precision:,16 bit
Sensor sampling rate:,=1/1000000
Sensor range:,15kHz-70kHz

Arrival time,Amplitude,Counts,Duration,Energy,Rise counts,Rise Time,RMS(mV),ASL(dB),External Parametrics1,External Parametrics2,External Parametrics3,External Parametrics4,External Parametrics5,Frequency Centroid(kHz),Peak Frequency(kHz),Partial Power1(%),Partial Power2(%),Partial Power3(%),Partial Power4(%),Partial Power5(%),AverageFreq,EchoFreq,InitFreq
23:10:42:56:068 774900,34.0,2177,12000.0,0.0,9,74.0,0.012,19.3,4294967293.0,7.0,4294967268.0,4294967274.0,0.0,752.0,273.4,44.0,8.0,12.0,10.0,4.0,181.4,181.8,121.6
23:10:42:56:080 774900,34.0,2168,12000.0,0.0,1177,6309.0,0.012,19.3,4294967293.0,7.0,4294967268.0,4294967275.0,0.0,781.3,302.7,40.0,11.0,12.0,12.0,4.0,180.7,174.1,186.6
23:10:42:56:092 774900,33.4,2207,12000.0,0.0,695,3780.0,0.012,19.4,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,795.9,273.4,41.0,9.0,12.0,10.0,4.0,183.9,183.9,183.9
23:10:42:56:104 774900,35.1,2266,12000.0,0.0,504,2694.0,0.012,19.3,4294967292.0,6.0,4294967268.0,4294967274.0,0.0,810.5,273.4,42.0,9.0,13.0,8.0,5.0,188.8,189.3,187.1
23:10:42:56:116 774900,33.4,2133,12000.0,0.0,172,1011.0,0.012,19.2,4294967293.0,7.0,4294967268.0,4294967274.0,0.0,761.7,273.4,45.0,10.0,10.0,8.0,5.0,177.8,178.5,170.1
23:10:42:56:128 774900,34.0,2181,12000.0,0.0,505,2791.0,0.012,19.2,4294967293.0,7.0,4294967269.0,4294967275.0,0.0,800.8,268.6,42.0,10.0,13.0,11.0,5.0,181.8,182.0,180.9
23:10:42:56:140 774900,34.0,2215,12000.0,0.0,1561,8483.0,0.012,19.2,4294967293.0,7.0,4294967268.0,4294967275.0,0.0,722.7,273.4,48.0,8.0,11.0,9.0,4.0,184.6,186.0,184.0
23:10:42:56:152 774900,34.0,2152,12000.0,0.0,14,94.0,0.012,19.3,4294967294.0,8.0,4294967268.0,4294967274.0,0.0,776.4,268.6,44.0,9.0,12.0,11.0,4.0,179.3,179.6,148.9
23:10:42:56:164 774900,34.5,2142,12000.0,0.0,1269,7252.0,0.012,19.3,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,747.1,273.4,42.0,10.0,12.0,10.0,3.0,178.5,183.9,175.0
23:10:42:56:176 774900,34.5,2192,12000.0,0.0,642,3560.0,0.012,19.0,4294967293.0,7.0,4294967269.0,4294967274.0,0.0,805.7,419.9,37.0,8.0,13.0,12.0,4.0,182.7,183.6,180.3
23:10:42:56:188 774900,34.0,2154,12000.0,0.0,322,1738.0,0.012,19.2,4294967294.0,8.0,4294967269.0,4294967274.0,0.0,820.3,419.9,36.0,9.0,13.0,10.0,5.0,179.5,178.5,185.3
23:10:42:56:200 774900,33.4,2212,12000.0,0.0,1994,10844.0,0.012,19.1,4294967292.0,7.0,4294967268.0,4294967274.0,0.0,800.8,273.4,38.0,8.0,12.0,9.0,5.0,184.3,188.6,183.9
23:10:42:56:212 774900,33.4,2186,12000.0,0.0,170,918.0,0.012,19.1,4294967292.0,7.0,4294967267.0,4294967275.0,0.0,800.8,278.3,41.0,9.0,13.0,10.0,5.0,182.2,181.9,185.2
23:10:42:56:224 774900,34.0,2182,12000.0,0.0,989,5404.0,0.012,19.3,4294967294.0,8.0,4294967268.0,4294967274.0,0.0,810.5,273.4,38.0,10.0,14.0,8.0,5.0,181.8,180.9,183.0
23:10:42:56:236 774900,33.4,2183,12000.0,0.0,417,2175.0,0.012,19.2,4294967293.0,7.0,4294967268.0,4294967274.0,0.0,756.8,273.4,48.0,8.0,12.0,8.0,4.0,181.9,179.7,191.7
23:10:42:56:248 774900,34.5,2195,12000.0,0.0,357,2021.0,0.012,19.3,4294967293.0,6.0,4294967268.0,4294967275.0,0.0,830.1,424.8,33.0,13.0,11.0,13.0,5.0,182.9,184.2,176.6
23:10:42:56:260 774900,34.0,2143,12000.0,0.0,245,1287.0,0.012,19.4,4294967293.0,7.0,4294967268.0,4294967275.0,0.0,781.3,273.4,46.0,7.0,12.0,8.0,7.0,178.6,177.2,190.4
23:10:42:56:272 774900,33.4,2174,12000.0,0.0,388,2092.0,0.012,19.2,4294967292.0,6.0,4294967268.0,4294967275.0,0.0,752.0,273.4,44.0,10.0,12.0,9.0,4.0,181.2,180.3,185.5
23:10:42:56:284 774900,33.4,2268,12000.0,0.0,103,563.0,0.012,18.9,4294967293.0,8.0,4294967268.0,4294967274.0,0.0,810.5,278.3,38.0,10.0,10.0,13.0,5.0,189.0,189.3,182.9
23:10:42:56:296 774900,32.7,2171,12000.0,0.0,152,909.0,0.012,19.2,4294967293.0,7.0,4294967267.0,4294967274.0,0.0,800.8,273.4,39.0,9.0,14.0,10.0,5.0,180.9,182.0,167.2
23:10:42:56:308 774900,34.5,2165,12000.0,0.0,941,5362.0,0.012,19.4,4294967293.0,7.0,4294967268.0,4294967274.0,0.0,859.4,454.1,34.0,13.0,12.0,10.0,6.0,180.4,184.4,175.5
23:10:42:56:320 774900,34.0,2127,12000.0,0.0,1142,6461.0,0.012,19.3,4294967292.0,7.0,4294967268.0,4294967275.0,0.0,825.2,278.3,40.0,9.0,14.0,11.0,5.0,177.3,177.8,176.8
23:10:42:56:332 774900,34.5,2141,12000.0,0.0,460,2696.0,0.012,19.3,4294967292.0,7.0,4294967267.0,4294967274.0,0.0,766.6,288.1,44.0,7.0,12.0,10.0,5.0,178.4,180.7,170.6
23:10:42:56:344 774900,34.0,2174,12000.0,0.0,1597,8821.0,0.012,19.2,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,786.1,293.0,44.0,10.0,12.0,7.0,6.0,181.2,181.5,181.0
23:10:42:56:356 774900,33.4,2211,12000.0,0.0,121,675.0,0.012,19.2,4294967293.0,7.0,4294967268.0,4294967275.0,0.0,830.1,288.1,37.0,10.0,13.0,11.0,5.0,184.3,184.5,179.3
23:10:42:56:368 774900,34.0,2198,12000.0,0.0,457,2419.0,0.012,19.2,4294967293.0,6.0,4294967268.0,4294967275.0,0.0,844.7,273.4,35.0,12.0,12.0,12.0,4.0,183.2,181.7,188.9
23:10:42:56:380 774900,33.4,2209,12000.0,0.0,162,979.0,0.012,19.1,4294967293.0,7.0,4294967268.0,4294967274.0,0.0,752.0,278.3,44.0,9.0,11.0,8.0,4.0,184.1,185.7,165.5
23:10:42:56:392 774900,32.7,2216,12000.0,0.0,1597,8611.0,0.012,19.0,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,839.8,273.4,35.0,10.0,14.0,10.0,5.0,184.7,182.6,185.5
23:10:42:56:404 774900,33.4,2217,12000.0,0.0,1898,10216.0,0.012,19.1,4294967292.0,6.0,4294967268.0,4294967274.0,0.0,859.4,302.7,37.0,9.0,12.0,9.0,5.0,184.8,178.8,185.8
23:10:42:56:416 774900,33.4,2216,12000.0,0.0,188,980.0,0.012,19.2,4294967293.0,6.0,4294967269.0,4294967275.0,0.0,810.5,302.7,43.0,9.0,13.0,7.0,6.0,184.7,184.0,191.8
23:10:42:56:428 774900,33.4,2189,12000.0,0.0,23,109.0,0.012,19.4,4294967292.0,7.0,4294967268.0,4294967274.0,0.0,815.4,278.3,39.0,10.0,12.0,9.0,7.0,182.4,182.2,211.0
23:10:42:56:440 774900,34.0,2108,12000.0,0.0,1889,10731.0,0.012,19.5,4294967293.0,7.0,4294967268.0,4294967275.0,0.0,810.5,302.7,36.0,12.0,12.0,11.0,5.0,175.7,172.6,176.0
23:10:42:56:452 774900,34.0,2207,12000.0,0.0,241,1332.0,0.012,19.3,4294967293.0,8.0,4294967269.0,4294967274.0,0.0,810.5,273.4,39.0,10.0,12.0,8.0,7.0,183.9,184.3,180.9
23:10:42:56:464 774900,35.6,2175,12000.0,0.0,61,364.0,0.012,19.0,4294967293.0,6.0,4294967269.0,4294967274.0,0.0,810.5,278.3,42.0,11.0,11.0,10.0,5.0,181.3,181.7,167.6
23:10:42:56:476 774900,32.7,2193,12000.0,0.0,511,2702.0,0.012,19.1,4294967292.0,8.0,4294967268.0,4294967275.0,0.0,869.1,419.9,32.0,12.0,12.0,10.0,7.0,182.8,180.9,189.1
23:10:42:56:488 774900,33.4,2179,12000.0,0.0,175,930.0,0.012,19.3,4294967293.0,7.0,4294967268.0,4294967274.0,0.0,810.5,302.7,44.0,8.0,12.0,10.0,5.0,181.6,181.0,188.2
23:10:42:56:500 774900,34.0,2267,12000.0,0.0,14,90.0,0.012,18.9,4294967293.0,7.0,4294967267.0,4294967275.0,0.0,805.7,449.2,41.0,12.0,10.0,12.0,4.0,188.9,189.2,155.6
23:10:42:56:512 774900,33.4,2210,12000.0,0.0,694,3719.0,0.012,19.1,4294967293.0,7.0,4294967268.0,4294967274.0,0.0,820.3,278.3,39.0,8.0,14.0,10.0,5.0,184.2,183.1,186.6
23:10:42:56:524 774900,34.0,2204,12000.0,0.0,633,3499.0,0.012,19.4,4294967293.0,7.0,4294967268.0,4294967275.0,0.0,820.3,268.6,39.0,9.0,14.0,10.0,6.0,183.7,184.8,180.9
23:10:42:56:536 774900,33.4,2159,12000.0,0.0,451,2386.0,0.012,19.5,4294967292.0,7.0,4294967268.0,4294967275.0,0.0,737.3,278.3,46.0,12.0,9.0,8.0,4.0,179.9,177.7,189.0
23:10:42:56:548 774900,34.5,2184,12000.0,0.0,1399,7646.0,0.012,19.2,4294967293.0,7.0,4294967268.0,4294967274.0,0.0,815.4,2275.4,41.0,10.0,12.0,10.0,3.0,182.0,180.3,183.0
23:10:42:56:560 774900,33.4,2251,12000.0,0.0,804,4210.0,0.012,19.2,4294967294.0,7.0,4294967269.0,4294967274.0,0.0,874.0,2275.4,32.0,12.0,13.0,12.0,6.0,187.6,185.8,191.0
23:10:42:56:572 774900,34.0,2122,12000.0,0.0,1563,8911.0,0.012,19.4,4294967293.0,8.0,4294967268.0,4294967274.0,0.0,732.4,273.4,50.0,6.0,9.0,8.0,5.0,176.8,181.0,175.4
23:10:42:56:584 774900,33.4,2256,12000.0,0.0,282,1508.0,0.012,19.0,4294967293.0,7.0,4294967268.0,4294967274.0,0.0,835.0,268.6,38.0,10.0,14.0,10.0,5.0,188.0,188.1,187.0
23:10:42:56:596 774900,32.7,2201,12000.0,0.0,528,2935.0,0.012,19.1,4294967293.0,7.0,4294967268.0,4294967274.0,0.0,786.1,278.3,42.0,7.0,13.0,8.0,6.0,183.4,184.6,179.9
23:10:42:56:608 774900,34.0,2141,12000.0,0.0,2041,11497.0,0.012,19.3,4294967292.0,7.0,4294967269.0,4294967274.0,0.0,708.0,273.4,50.0,7.0,10.0,8.0,3.0,178.4,198.8,177.5
23:10:42:56:620 774900,34.0,2207,12000.0,0.0,1244,6785.0,0.012,19.1,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,820.3,419.9,37.0,12.0,13.0,10.0,5.0,183.9,184.7,183.3
23:10:42:56:632 774900,33.4,2214,12000.0,0.0,114,675.0,0.012,19.1,4294967293.0,7.0,4294967267.0,4294967274.0,0.0,747.1,273.4,43.0,10.0,12.0,8.0,3.0,184.5,185.4,168.9
23:10:42:56:644 774900,33.4,2183,12000.0,0.0,1372,7661.0,0.012,19.1,4294967293.0,6.0,4294967268.0,4294967275.0,0.0,810.5,419.9,40.0,9.0,13.0,10.0,5.0,181.9,186.9,179.1
23:10:42:56:656 774900,32.7,2255,12000.0,0.0,512,2650.0,0.012,19.1,4294967293.0,7.0,4294967268.0,4294967274.0,0.0,825.2,302.7,40.0,7.0,14.0,9.0,6.0,187.9,186.4,193.2
23:10:42:56:668 774900,33.4,2200,12000.0,0.0,1545,8238.0,0.012,19.2,4294967292.0,6.0,4294967267.0,4294967275.0,0.0,781.3,268.6,42.0,10.0,10.0,11.0,5.0,183.3,174.1,187.5
23:10:42:56:680 774900,34.0,2143,12000.0,0.0,363,2056.0,0.012,19.3,4294967293.0,7.0,4294967268.0,4294967274.0,0.0,810.5,283.2,39.0,9.0,12.0,12.0,5.0,178.6,179.0,176.6
23:10:42:56:692 774900,32.7,2240,12000.0,0.0,196,1008.0,0.012,19.0,4294967292.0,6.0,4294967269.0,4294967274.0,0.0,849.6,302.7,37.0,10.0,14.0,11.0,5.0,186.7,186.0,194.4
23:10:42:56:704 774900,34.0,2196,12000.0,0.0,237,1403.0,0.012,19.1,4294967293.0,7.0,4294967268.0,4294967274.0,0.0,805.7,278.3,42.0,9.0,9.0,12.0,5.0,183.0,184.9,168.9
23:10:42:56:716 774900,33.4,2192,12000.0,0.0,979,5189.0,0.012,19.1,4294967292.0,6.0,4294967268.0,4294967274.0,0.0,805.7,419.9,37.0,9.0,14.0,9.0,6.0,182.7,178.1,188.7
23:10:42:56:728 774900,34.5,2146,12000.0,0.0,1923,10734.0,0.012,19.5,4294967293.0,7.0,4294967268.0,4294967275.0,0.0,825.2,419.9,37.0,8.0,14.0,13.0,4.0,178.8,176.1,179.2
23:10:42:56:740 774900,34.5,2158,12000.0,0.0,1698,9442.0,0.012,19.2,4294967292.0,7.0,4294967268.0,4294967275.0,0.0,781.3,283.2,42.0,11.0,12.0,10.0,5.0,179.8,179.8,179.8
23:10:42:56:752 774900,33.4,2211,12000.0,0.0,268,1460.0,0.012,19.0,4294967293.0,6.0,4294967268.0,4294967275.0,0.0,805.7,419.9,39.0,7.0,15.0,8.0,7.0,184.3,184.3,183.6
23:10:42:56:764 774900,33.4,2177,12000.0,0.0,362,2057.0,0.012,19.1,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,820.3,278.3,40.0,9.0,14.0,9.0,5.0,181.4,182.5,176.0
23:10:42:56:776 774900,33.4,2138,12000.0,0.0,360,1986.0,0.012,19.4,4294967292.0,7.0,4294967269.0,4294967274.0,0.0,815.4,424.8,38.0,8.0,12.0,12.0,5.0,178.2,177.6,181.3
23:10:42:56:788 774900,32.7,2248,12000.0,0.0,345,1810.0,0.012,19.1,4294967293.0,6.0,4294967268.0,4294967275.0,0.0,815.4,415.0,38.0,11.0,12.0,10.0,5.0,187.3,186.8,190.6
23:10:42:56:800 774900,34.0,2161,12000.0,0.0,2064,11458.0,0.012,19.1,4294967292.0,7.0,4294967269.0,4294967275.0,0.0,795.9,273.4,39.0,10.0,12.0,10.0,4.0,180.1,179.0,180.1
23:10:42:56:812 774900,34.0,2226,12000.0,0.0,303,1489.0,0.012,19.1,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,883.8,273.4,35.0,8.0,13.0,11.0,7.0,185.5,183.0,203.5
23:10:42:56:824 774900,34.0,2186,12000.0,0.0,275,1529.0,0.012,19.3,4294967292.0,7.0,4294967269.0,4294967275.0,0.0,835.0,419.9,33.0,11.0,13.0,10.0,5.0,182.2,182.5,179.9
23:10:42:56:836 774900,34.5,2156,12000.0,0.0,1462,7997.0,0.012,19.3,4294967293.0,6.0,4294967267.0,4294967274.0,0.0,815.4,283.2,40.0,10.0,11.0,10.0,4.0,179.7,173.4,182.8
23:10:42:56:848 774900,34.5,2235,12000.0,0.0,807,4226.0,0.012,19.1,4294967293.0,7.0,4294967268.0,4294967274.0,0.0,874.0,302.7,35.0,9.0,13.0,10.0,6.0,186.3,183.7,191.0
23:10:42:56:860 774900,33.4,2248,12000.0,0.0,2174,11590.0,0.012,19.1,4294967292.0,6.0,4294967268.0,4294967274.0,0.0,874.0,424.8,31.0,10.0,15.0,11.0,6.0,187.3,180.5,187.6
23:10:42:56:872 774900,33.4,2167,12000.0,0.0,155,920.0,0.012,19.4,4294967292.0,7.0,4294967269.0,4294967275.0,0.0,742.2,278.3,46.0,7.0,12.0,9.0,4.0,180.6,181.6,168.5
23:10:42:56:884 774900,34.0,2116,12000.0,0.0,1745,9969.0,0.012,19.4,4294967292.0,7.0,4294967267.0,4294967274.0,0.0,795.9,302.7,44.0,10.0,10.0,11.0,5.0,176.3,182.7,175.0
23:10:42:56:896 774900,34.0,2207,12000.0,0.0,1419,7702.0,0.012,19.3,4294967292.0,6.0,4294967268.0,4294967274.0,0.0,698.2,273.4,54.0,5.0,10.0,7.0,5.0,183.9,183.3,184.2
23:10:42:56:908 774900,33.4,2248,12000.0,0.0,101,558.0,0.012,18.9,4294967292.0,7.0,4294967268.0,4294967275.0,0.0,820.3,278.3,37.0,14.0,14.0,11.0,5.0,187.3,187.6,181.0
23:10:42:56:920 774900,33.4,2211,12000.0,0.0,991,5385.0,0.012,19.2,4294967293.0,7.0,4294967268.0,4294967275.0,0.0,849.6,278.3,39.0,10.0,13.0,9.0,6.0,184.3,184.4,184.0
23:10:42:56:932 774900,34.0,2143,12000.0,0.0,1793,9999.0,0.012,19.4,4294967293.0,7.0,4294967269.0,4294967275.0,0.0,786.1,273.4,45.0,8.0,12.0,10.0,5.0,178.6,174.9,179.3
23:10:42:56:944 774900,34.0,2150,12000.0,0.0,499,2745.0,0.012,19.3,4294967292.0,6.0,4294967268.0,4294967275.0,0.0,844.7,424.8,39.0,7.0,14.0,11.0,5.0,179.2,178.4,181.8
23:10:42:56:956 774900,34.0,2217,12000.0,0.0,1968,10549.0,0.012,19.3,4294967293.0,7.0,4294967268.0,4294967274.0,0.0,859.4,288.1,35.0,8.0,14.0,12.0,6.0,184.8,171.6,186.6
23:10:42:56:968 774900,33.4,2152,12000.0,0.0,91,503.0,0.012,19.3,4294967293.0,7.0,4294967268.0,4294967274.0,0.0,825.2,268.6,38.0,7.0,15.0,8.0,6.0,179.3,179.3,180.9
23:10:42:56:980 774900,33.4,2187,12000.0,0.0,1794,9777.0,0.012,19.1,4294967293.0,8.0,4294967268.0,4294967274.0,0.0,771.5,278.3,46.0,7.0,11.0,10.0,4.0,182.3,176.8,183.5
23:10:42:56:992 774900,33.4,2235,12000.0,0.0,1481,7915.0,0.012,19.2,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,805.7,268.6,40.0,10.0,11.0,10.0,5.0,186.3,184.6,187.1
23:10:42:57:004 774800,33.4,2218,12000.0,0.0,118,672.0,0.012,19.2,4294967293.0,8.0,4294967268.0,4294967275.0,0.0,805.7,283.2,37.0,8.0,12.0,9.0,6.0,184.8,185.4,175.6
23:10:42:57:016 774800,32.7,2152,12000.0,0.0,272,1457.0,0.012,19.4,4294967293.0,7.0,4294967269.0,4294967274.0,0.0,820.3,0.0,40.0,8.0,14.0,9.0,5.0,179.3,178.3,186.7
23:10:42:57:028 774800,34.0,2182,12000.0,0.0,214,1087.0,0.012,19.3,4294967293.0,8.0,4294967268.0,4294967274.0,0.0,883.8,415.0,30.0,12.0,15.0,13.0,5.0,181.8,180.3,196.9
23:10:42:57:040 774800,33.4,2180,12000.0,0.0,640,3594.0,0.012,19.0,4294967292.0,7.0,4294967268.0,4294967275.0,0.0,786.1,419.9,44.0,9.0,12.0,8.0,5.0,181.7,183.2,178.1
23:10:42:57:052 774800,35.1,2183,12000.0,0.0,1585,8725.0,0.012,19.3,4294967292.0,7.0,4294967269.0,4294967274.0,0.0,820.3,302.7,39.0,10.0,12.0,10.0,5.0,181.9,182.6,181.7
23:10:42:57:064 774800,35.1,2199,12000.0,0.0,498,2665.0,0.012,19.3,4294967293.0,9.0,4294967269.0,4294967275.0,0.0,781.3,278.3,41.0,9.0,12.0,9.0,6.0,183.3,182.2,186.9
23:10:42:57:076 774800,33.4,2215,12000.0,0.0,1939,10480.0,0.012,19.3,4294967292.0,7.0,4294967268.0,4294967275.0,0.0,771.5,278.3,44.0,9.0,10.0,12.0,3.0,184.6,181.6,185.0
23:10:42:57:088 774800,32.7,2176,12000.0,0.0,349,1835.0,0.012,19.2,4294967293.0,7.0,4294967269.0,4294967275.0,0.0,800.8,302.7,41.0,10.0,10.0,10.0,4.0,181.3,179.7,190.2
23:10:42:57:100 774800,33.4,2198,12000.0,0.0,637,3461.0,0.012,19.0,4294967292.0,7.0,4294967268.0,4294967274.0,0.0,791.0,283.2,37.0,11.0,12.0,10.0,5.0,183.2,182.8,184.1
23:10:42:57:112 774800,34.0,2170,12000.0,0.0,1117,6290.0,0.012,19.2,4294967293.0,8.0,4294967268.0,4294967274.0,0.0,825.2,273.4,39.0,8.0,15.0,10.0,5.0,180.8,184.4,177.6
23:10:42:57:124 774800,33.4,2218,12000.0,0.0,1209,6461.0,0.012,19.0,4294967293.0,6.0,4294967269.0,4294967274.0,0.0,761.7,302.7,44.0,8.0,11.0,10.0,5.0,184.8,182.2,187.1
23:10:42:57:136 774800,32.7,2205,12000.0,0.0,47,300.0,0.012,19.1,4294967293.0,7.0,4294967267.0,4294967275.0,0.0,791.0,283.2,46.0,6.0,14.0,9.0,5.0,183.8,184.4,156.7
23:10:42:57:148 774800,33.4,2214,12000.0,0.0,593,3228.0,0.012,19.2,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,800.8,424.8,41.0,5.0,14.0,8.0,7.0,184.5,184.8,183.7
23:10:42:57:160 774800,33.4,2202,12000.0,0.0,2130,11613.0,0.012,19.1,4294967293.0,6.0,4294967268.0,4294967274.0,0.0,825.2,278.3,36.0,10.0,15.0,11.0,5.0,183.5,186.0,183.4
23:10:42:57:172 774800,33.4,2182,12000.0,0.0,1480,7985.0,0.012,19.2,4294967293.0,6.0,4294967268.0,4294967275.0,0.0,786.1,278.3,43.0,8.0,12.0,10.0,5.0,181.8,174.8,185.3
23:10:42:57:184 774800,35.1,2151,12000.0,0.0,1102,6044.0,0.012,19.3,4294967293.0,7.0,4294967268.0,4294967274.0,0.0,805.7,283.2,41.0,10.0,12.0,7.0,6.0,179.3,176.1,182.3
23:10:42:57:196 774800,34.0,2191,12000.0,0.0,134,787.0,0.012,19.2,4294967293.0,8.0,4294967268.0,4294967274.0,0.0,668.9,278.3,55.0,8.0,9.0,6.0,5.0,182.6,183.4,170.3
23:10:42:57:208 774800,33.4,2197,12000.0,0.0,1111,6109.0,0.012,19.1,4294967294.0,7.0,4294967269.0,4294967274.0,0.0,815.4,278.3,35.0,12.0,12.0,11.0,4.0,183.1,184.3,181.9
23:10:42:57:220 774800,34.0,2182,12000.0,0.0,408,2207.0,0.012,19.3,4294967293.0,8.0,4294967269.0,4294967274.0,0.0,800.8,302.7,41.0,9.0,12.0,11.0,4.0,181.8,181.1,184.9
23:10:42:57:232 774800,34.0,2189,12000.0,0.0,1034,5461.0,0.012,19.2,4294967292.0,7.0,4294967268.0,4294967274.0,0.0,869.1,273.4,35.0,10.0,14.0,9.0,6.0,182.4,176.6,189.3
23:10:42:57:244 774800,33.4,2148,12000.0,0.0,212,1163.0,0.012,19.4,4294967293.0,7.0,4294967268.0,4294967275.0,0.0,815.4,302.7,38.0,10.0,13.0,9.0,6.0,179.0,178.6,182.3
23:10:42:57:256 774800,33.4,2239,12000.0,0.0,103,616.0,0.012,19.0,4294967293.0,7.0,4294967268.0,4294967274.0,0.0,810.5,273.4,40.0,9.0,12.0,10.0,5.0,186.6,187.6,167.2
23:10:42:57:268 774800,33.4,2189,12000.0,0.0,1802,9924.0,0.012,19.2,4294967293.0,7.0,4294967268.0,4294967274.0,0.0,698.2,273.4,54.0,6.0,9.0,8.0,4.0,182.4,186.4,181.6
23:10:42:57:280 774800,33.4,2212,12000.0,0.0,1095,6011.0,0.012,19.1,4294967293.0,7.0,4294967268.0,4294967274.0,0.0,810.5,268.6,35.0,12.0,13.0,11.0,6.0,184.3,186.5,182.2
23:10:42:57:292 774800,33.4,2252,12000.0,0.0,135,724.0,0.012,18.9,4294967293.0,7.0,4294967269.0,4294967274.0,0.0,844.7,424.8,36.0,9.0,13.0,10.0,6.0,187.7,187.7,186.5
23:10:42:57:304 774800,34.0,2175,12000.0,0.0,1250,6959.0,0.012,19.3,4294967293.0,6.0,4294967269.0,4294967274.0,0.0,820.3,419.9,38.0,10.0,12.0,9.0,5.0,181.3,183.5,179.6
23:10:42:57:316 774800,33.4,2178,12000.0,0.0,1746,9701.0,0.012,19.3,4294967293.0,7.0,4294967269.0,4294967274.0,0.0,839.8,302.7,38.0,9.0,15.0,10.0,5.0,181.5,187.9,180.0
23:10:42:57:328 774800,33.4,2208,12000.0,0.0,367,1975.0,0.012,19.2,4294967293.0,8.0,4294967268.0,4294967274.0,0.0,839.8,278.3,36.0,9.0,14.0,10.0,5.0,184.0,183.6,185.8
23:10:42:57:340 774800,34.0,2118,12000.0,0.0,2091,11813.0,0.012,19.2,4294967293.0,8.0,4294967268.0,4294967274.0,0.0,815.4,273.4,40.0,8.0,14.0,9.0,5.0,176.5,144.4,177.0
23:10:42:57:352 774800,34.5,2218,12000.0,0.0,783,4250.0,0.012,19.0,4294967293.0,7.0,4294967268.0,4294967274.0,0.0,825.2,273.4,40.0,9.0,13.0,10.0,5.0,184.8,185.2,184.2
23:10:42:57:364 774800,34.0,2157,12000.0,0.0,314,1602.0,0.012,19.2,4294967293.0,7.0,4294967269.0,4294967274.0,0.0,844.7,278.3,33.0,9.0,15.0,12.0,5.0,179.8,177.2,196.0
23:10:42:57:376 774800,33.4,2170,12000.0,0.0,665,3718.0,0.012,19.4,4294967293.0,7.0,4294967268.0,4294967274.0,0.0,781.3,273.4,45.0,6.0,12.0,9.0,5.0,180.8,181.7,178.9
23:10:42:57:388 774800,34.0,2220,12000.0,0.0,290,1518.0,0.012,19.1,4294967293.0,8.0,4294967269.0,4294967274.0,0.0,810.5,263.7,43.0,7.0,10.0,10.0,5.0,185.0,184.1,191.0
23:10:42:57:400 774800,33.4,2162,12000.0,0.0,388,2074.0,0.012,19.3,4294967292.0,7.0,4294967268.0,4294967274.0,0.0,810.5,273.4,36.0,10.0,13.0,9.0,5.0,180.2,178.7,187.1
23:10:42:57:412 774800,33.4,2183,12000.0,0.0,299,1573.0,0.012,19.3,4294967293.0,8.0,4294967268.0,4294967274.0,0.0,800.8,278.3,41.0,11.0,12.0,10.0,5.0,181.9,180.7,190.1
23:10:42:57:424 774800,33.4,2128,12000.0,0.0,1357,7664.0,0.012,19.3,4294967293.0,6.0,4294967269.0,4294967274.0,0.0,771.5,278.3,43.0,7.0,14.0,7.0,6.0,177.3,177.8,177.1
23:10:42:57:436 774800,32.7,2235,12000.0,0.0,829,4560.0,0.012,19.1,4294967293.0,7.0,4294967268.0,4294967274.0,0.0,756.8,278.3,43.0,8.0,12.0,9.0,5.0,186.3,189.0,181.8
23:10:42:57:448 774800,33.4,2214,12000.0,0.0,340,1735.0,0.012,19.1,4294967293.0,7.0,4294967268.0,4294967275.0,0.0,839.8,302.7,36.0,8.0,14.0,10.0,5.0,184.5,182.6,196.0
23:10:42:57:460 774800,34.0,2099,12000.0,0.0,366,2147.0,0.012,19.3,4294967293.0,7.0,4294967269.0,4294967275.0,0.0,766.6,268.6,40.0,10.0,14.0,9.0,5.0,174.9,175.9,170.5
23:10:42:57:472 774800,33.4,2153,12000.0,0.0,58,321.0,0.012,19.1,4294967292.0,6.0,4294967269.0,4294967273.0,0.0,820.3,419.9,35.0,10.0,14.0,12.0,6.0,179.4,179.4,180.7
23:10:42:57:484 774800,33.4,2239,12000.0,0.0,8,76.0,0.012,19.1,4294967293.0,7.0,4294967269.0,4294967274.0,0.0,727.5,302.7,49.0,8.0,10.0,9.0,4.0,186.6,187.1,105.3
23:10:42:57:496 774800,33.4,2215,12000.0,0.0,292,1640.0,0.012,19.1,4294967293.0,6.0,4294967268.0,4294967275.0,0.0,815.4,302.7,39.0,8.0,14.0,9.0,5.0,184.6,185.6,178.0
